,Series ID,Year,Period,Label,Value,DATE,Next Month Value,CPIAUCSL,CUUR0000SEHA,EXPGS,IMPGS,FEDFUNDS,GDI,GDP,LFWA64TTUSM647S,GASREGW,DSPI,SP500,LFP,EPR,EL,ClF,AWU,INDPRO,BOGZ1FA895050005Q,HLTHSCPCHCSA,UEL
429,LNS14000000,1983,M10,1983 Oct,8.8,1983-10-01,8.5,100.8,101.600,286.587,357.972,9.48,3725.69,3794.706,148862200.0,,2706.0,,64.0,58.4,102039.0,111926.0,20.2,51.4902,1190215.0,,9887.0
430,LNS14000000,1983,M11,1983 Nov,8.5,1983-11-01,8.3,101.1,101.900,,,9.34,,,148899700.0,,2732.9,,64.1,58.7,102729.0,112228.0,19.7,51.721,,,9499.0
431,LNS14000000,1983,M12,1983 Dec,8.3,1983-12-01,8.0,101.4,102.200,,,9.47,,,149042000.0,,2758.5,,64.1,58.8,102996.0,112327.0,19.2,51.9769,,,9331.0
432,LNS14000000,1984,M01,1984 Jan,8.0,1984-01-01,7.8,102.1,102.600,292.975,387.978,9.56,3866.136,3908.054,149139200.0,,2782.7,,63.9,58.8,103201.0,112209.0,20.4,53.0088,1281874.0,,9008.0
433,LNS14000000,1984,M02,1984 Feb,7.8,1984-02-01,7.8,102.6,102.900,,,9.59,,,149272200.0,,2817.5,,64.1,59.1,103824.0,112615.0,19.0,53.2486,,,8791.0
434,LNS14000000,1984,M03,1984 Mar,7.8,1984-03-01,7.7,102.9,103.400,,,9.91,,,149439300.0,,2844.9,,64.1,59.1,103967.0,112713.0,19.1,53.5028,,,8746.0
435,LNS14000000,1984,M04,1984 Apr,7.7,1984-04-01,7.4,103.3,104.100,302.2,406.501,10.29,3962.847,4009.601,149637300.0,,2875.0,,64.3,59.3,104336.0,113098.0,18.9,53.8233,1324359.0,,8762.0
436,LNS14000000,1984,M05,1984 May,7.4,1984-05-01,7.2,103.5,104.400,,,10.32,,,149705000.0,,2882.7,,64.5,59.7,105193.0,113649.0,18.8,54.1104,,,8456.0
437,LNS14000000,1984,M06,1984 Jun,7.2,1984-06-01,7.5,103.7,104.900,,,11.06,,,149826800.0,,2906.9,,64.6,59.9,105591.0,113817.0,18.1,54.3075,,,8226.0
438,LNS14000000,1984,M07,1984 Jul,7.5,1984-07-01,7.5,104.1,105.500,305.744,409.591,11.23,4040.395,4084.25,149970200.0,,2920.9,,64.6,59.8,105435.0,113972.0,18.0,54.4587,1349347.0,,8537.0
439,LNS14000000,1984,M08,1984 Aug,7.5,1984-08-01,7.3,104.4,106.100,,,11.64,,,150102800.0,,2949.8,,64.4,59.6,105163.0,113682.0,17.3,54.5239,,,8519.0
440,LNS14000000,1984,M09,1984 Sep,7.3,1984-09-01,7.4,104.7,106.600,,,11.3,,,150268800.0,,2974.9,,64.4,59.7,105490.0,113857.0,17.0,54.3696,,,8367.0
441,LNS14000000,1984,M10,1984 Oct,7.4,1984-10-01,7.2,105.1,107.200,308.603,416.359,9.99,4115.393,4148.551,150350500.0,,2970.8,,64.4,59.7,105638.0,114019.0,16.7,54.3474,1364773.0,,8381.0
442,LNS14000000,1984,M11,1984 Nov,7.2,1984-11-01,7.3,105.3,107.600,,,9.43,,,150479100.0,,2988.0,,64.5,59.8,105972.0,114170.0,17.0,54.529,,,8198.0
443,LNS14000000,1984,M12,1984 Dec,7.3,1984-12-01,7.3,105.5,108.200,,,8.38,,,150685600.0,,3014.9,,64.6,59.9,106223.0,114581.0,16.8,54.5556,,,8358.0
444,LNS14000000,1985,M01,1985 Jan,7.3,1985-01-01,7.2,105.7,108.600,306.01,397.308,8.35,4191.02,4230.168,150531900.0,,3029.1,,64.7,59.9,106302.0,114725.0,15.9,54.527,1361272.0,,8423.0
445,LNS14000000,1985,M02,1985 Feb,7.2,1985-02-01,7.2,106.3,109.200,,,8.5,,,150676300.0,,3015.2,,64.7,60.0,106555.0,114876.0,15.9,54.6871,,,8321.0
446,LNS14000000,1985,M03,1985 Mar,7.2,1985-03-01,7.3,106.8,109.500,,,8.58,,,150802700.0,,3013.4,,64.9,60.2,106989.0,115328.0,16.1,54.7673,,,8339.0
447,LNS14000000,1985,M04,1985 Apr,7.3,1985-04-01,7.2,107.0,110.000,304.126,418.571,8.27,4248.348,4294.887,150919800.0,,3068.4,,64.9,60.1,106936.0,115331.0,16.4,54.6467,1393455.0,,8395.0
448,LNS14000000,1985,M05,1985 May,7.2,1985-05-01,7.4,107.2,110.900,,,7.97,,,151003400.0,,3151.2,,64.8,60.1,106932.0,115234.0,15.3,54.7396,,,8302.0
449,LNS14000000,1985,M06,1985 Jun,7.4,1985-06-01,7.4,107.5,111.400,,,7.53,,,151258200.0,,3093.7,,64.6,59.8,106505.0,114965.0,15.5,54.711,,,8460.0
450,LNS14000000,1985,M07,1985 Jul,7.4,1985-07-01,7.1,107.7,111.900,297.273,414.168,7.88,4325.809,4386.773,151300900.0,,3108.2,,64.7,59.9,106807.0,115320.0,15.5,54.4365,1418064.0,,8513.0
451,LNS14000000,1985,M08,1985 Aug,7.1,1985-08-01,7.1,107.9,112.600,,,7.9,,,151373800.0,,3116.6,,64.6,60.0,107095.0,115291.0,15.3,54.6121,,,8196.0
452,LNS14000000,1985,M09,1985 Sep,7.1,1985-09-01,7.1,108.1,113.100,,,7.92,,,151475200.0,,3135.6,,64.9,60.3,107657.0,115905.0,15.3,54.8147,,,8248.0
453,LNS14000000,1985,M10,1985 Oct,7.1,1985-10-01,7.0,108.5,114.000,305.433,438.867,7.99,4374.446,4444.094,151617900.0,,3156.8,,65.0,60.3,107847.0,116145.0,15.3,54.6228,1443937.0,,8298.0
454,LNS14000000,1985,M11,1985 Nov,7.0,1985-11-01,7.0,109.0,114.800,,,8.05,,,151786100.0,,3171.3,,64.9,60.4,108007.0,116135.0,15.7,54.8123,,,8128.0
455,LNS14000000,1985,M12,1985 Dec,7.0,1985-12-01,6.7,109.5,115.100,,,8.27,,,151927600.0,,3201.4,,65.0,60.4,108216.0,116354.0,15.1,55.3553,,,8138.0
456,LNS14000000,1986,M01,1986 Jan,6.7,1986-01-01,7.2,109.9,115.500,313.404,439.418,8.14,4439.594,4507.894,152304000.0,,3222.4,,64.9,60.6,108887.0,116682.0,14.8,55.6453,1461027.0,,7795.0
457,LNS14000000,1986,M02,1986 Feb,7.2,1986-02-01,7.2,109.7,115.600,,,7.86,,,152436800.0,,3239.4,,65.0,60.3,108480.0,116882.0,15.2,55.2634,,,8402.0
458,LNS14000000,1986,M03,1986 Mar,7.2,1986-03-01,7.1,109.1,116.200,,,7.48,,,152609100.0,,3265.4,,65.1,60.5,108837.0,117220.0,14.6,54.8728,,,8383.0
459,LNS14000000,1986,M04,1986 Apr,7.1,1986-04-01,7.2,108.7,117.400,315.119,443.99,6.99,4468.777,4545.34,152759700.0,,3270.9,,65.1,60.5,108952.0,117316.0,14.7,54.935,1472999.0,,8364.0
460,LNS14000000,1986,M05,1986 May,7.2,1986-05-01,7.2,109.0,117.600,,,6.85,,,152915800.0,,3279.6,,65.2,60.5,109089.0,117528.0,14.7,55.0399,,,8439.0
461,LNS14000000,1986,M06,1986 Jun,7.2,1986-06-01,7.0,109.4,118.000,,,6.92,,,153045800.0,,3288.7,,65.4,60.7,109576.0,118084.0,15.2,54.826,,,8508.0
462,LNS14000000,1986,M07,1986 Jul,7.0,1986-07-01,6.9,109.5,118.800,320.471,459.432,6.56,4515.237,4607.669,153129100.0,,3305.9,,65.4,60.8,109810.0,118129.0,15.2,55.167,1500978.0,,8319.0
463,LNS14000000,1986,M08,1986 Aug,6.9,1986-08-01,7.0,109.6,119.000,,,6.17,,,153276800.0,,3313.9,,65.3,60.8,110015.0,118150.0,15.5,55.0726,,,8135.0
464,LNS14000000,1986,M09,1986 Sep,7.0,1986-09-01,7.0,110.0,119.600,,,5.89,,,153445300.0,,3326.5,,65.4,60.8,110085.0,118395.0,15.4,55.2237,,,8310.0
465,LNS14000000,1986,M10,1986 Oct,7.0,1986-10-01,6.9,110.2,120.200,334.999,468.628,5.85,4575.53,4657.627,153574400.0,,3329.0,,65.4,60.9,110273.0,118516.0,15.2,55.4589,1500464.0,,8243.0
466,LNS14000000,1986,M11,1986 Nov,6.9,1986-11-01,6.6,110.4,120.600,,,6.04,,,153737300.0,,3335.3,,65.4,60.9,110475.0,118634.0,15.0,55.6763,,,8159.0
467,LNS14000000,1986,M12,1986 Dec,6.6,1986-12-01,6.6,110.8,120.800,,,6.91,,,153811100.0,,3343.5,,65.3,61.0,110728.0,118611.0,15.0,56.2078,,,7883.0
468,LNS14000000,1987,M01,1987 Jan,6.6,1987-01-01,6.6,111.4,121.300,336.451,477.685,6.43,4652.468,4722.156,153839400.0,,3369.8,,65.4,61.0,110953.0,118845.0,14.9,55.9911,1512107.0,,7892.0
469,LNS14000000,1987,M02,1987 Feb,6.6,1987-02-01,6.6,111.8,121.700,,,6.1,,,154053200.0,,3397.6,,65.5,61.1,111257.0,119122.0,14.7,56.7373,,,7865.0
470,LNS14000000,1987,M03,1987 Mar,6.6,1987-03-01,6.3,112.2,121.800,,,6.13,,,154196300.0,,3409.5,,65.5,61.2,111408.0,119270.0,14.9,56.8136,,,7862.0
471,LNS14000000,1987,M04,1987 Apr,6.3,1987-04-01,6.3,112.7,122.000,355.36,502.337,6.37,4759.392,4806.16,154342100.0,,3292.2,,65.4,61.3,111794.0,119336.0,14.8,57.185,1540662.0,,7542.0
472,LNS14000000,1987,M05,1987 May,6.3,1987-05-01,6.2,113.0,122.300,,,6.85,,,154526200.0,,3434.3,,65.7,61.6,112434.0,120008.0,14.9,57.5424,,,7574.0
473,LNS14000000,1987,M06,1987 Jun,6.2,1987-06-01,6.1,113.5,122.300,,,6.73,,,154669600.0,,3442.4,,65.5,61.4,112246.0,119644.0,14.9,57.8502,,,7398.0
474,LNS14000000,1987,M07,1987 Jul,6.1,1987-07-01,6.0,113.8,123.000,371.854,517.318,6.58,4865.151,4884.555,154727500.0,,3459.9,,65.6,61.6,112634.0,119902.0,14.2,58.2421,1567576.0,,7268.0
475,LNS14000000,1987,M08,1987 Aug,6.0,1987-08-01,5.9,114.3,123.800,,,6.73,,,154800500.0,,3488.5,,65.7,61.8,113057.0,120318.0,14.4,58.6784,,,7261.0
476,LNS14000000,1987,M09,1987 Sep,5.9,1987-09-01,6.0,114.7,124.400,,,7.22,,,154923400.0,,3501.0,,65.5,61.6,112909.0,120011.0,14.2,58.9088,,,7102.0
477,LNS14000000,1987,M10,1987 Oct,6.0,1987-10-01,5.8,115.0,124.800,392.107,537.511,7.29,4969.432,5007.994,155026700.0,,3535.7,,65.7,61.8,113282.0,120509.0,14.0,59.7008,1628364.0,,7227.0
478,LNS14000000,1987,M11,1987 Nov,5.8,1987-11-01,5.7,115.4,124.800,,,6.69,,,155188900.0,,3557.7,,65.7,61.9,113505.0,120540.0,14.0,59.9956,,,7035.0
479,LNS14000000,1987,M12,1987 Dec,5.7,1987-12-01,5.7,115.6,125.600,,,6.77,,,155264700.0,,3598.2,,65.7,62.0,113793.0,120729.0,14.2,60.3246,,,6936.0
480,LNS14000000,1988,M01,1988 Jan,5.7,1988-01-01,5.7,116.0,126.000,418.727,542.714,6.83,5068.209,5073.372,155388800.0,,3622.3,,65.8,62.0,114016.0,120969.0,14.2,60.309,1599728.0,,6953.0
481,LNS14000000,1988,M02,1988 Feb,5.7,1988-02-01,5.7,116.2,126.300,,,6.58,,,155511300.0,,3650.9,,65.9,62.1,114227.0,121156.0,14.4,60.6122,,,6929.0
482,LNS14000000,1988,M03,1988 Mar,5.7,1988-03-01,5.4,116.5,126.400,,,6.58,,,155613000.0,,3680.1,,65.7,61.9,114037.0,120913.0,13.7,60.7452,,,6876.0
483,LNS14000000,1988,M04,1988 Apr,5.4,1988-04-01,5.6,117.2,126.600,439.471,546.098,6.87,5176.433,5190.036,155656000.0,,3712.1,,65.8,62.2,114650.0,121251.0,13.3,61.108,1632941.0,,6601.0
484,LNS14000000,1988,M05,1988 May,5.6,1988-05-01,5.4,117.5,126.900,,,7.09,,,155821600.0,,3729.1,,65.7,62.0,114292.0,121071.0,13.8,60.9843,,,6779.0
485,LNS14000000,1988,M06,1988 Jun,5.4,1988-06-01,5.4,118.0,127.300,,,7.51,,,155989000.0,,3759.7,,65.8,62.3,114927.0,121473.0,13.1,61.1615,,,6546.0
486,LNS14000000,1988,M07,1988 Jul,5.4,1988-07-01,5.6,118.5,127.800,453.586,552.849,7.75,5285.539,5282.835,156057100.0,,3794.4,,65.9,62.3,115060.0,121665.0,13.4,61.171,1637695.0,,6605.0
487,LNS14000000,1988,M08,1988 Aug,5.6,1988-08-01,5.4,119.0,128.400,,,8.01,,,156123900.0,,3816.8,,66.1,62.4,115282.0,122125.0,13.6,61.4771,,,6843.0
488,LNS14000000,1988,M09,1988 Sep,5.4,1988-09-01,5.4,119.5,129.100,,,8.19,,,156294400.0,,3843.1,,65.9,62.4,115356.0,121960.0,13.6,61.2785,,,6604.0
489,LNS14000000,1988,M10,1988 Oct,5.4,1988-10-01,5.3,119.9,129.400,466.619,574.314,8.3,5404.274,5399.509,156404800.0,,3876.5,,66.0,62.5,115638.0,122206.0,13.4,61.5488,1678795.0,,6568.0
490,LNS14000000,1988,M11,1988 Nov,5.3,1988-11-01,5.3,120.3,129.800,,,8.35,,,156515500.0,,3886.6,,66.2,62.7,116100.0,122637.0,12.6,61.7049,,,6537.0
491,LNS14000000,1988,M12,1988 Dec,5.3,1988-12-01,5.4,120.7,130.100,,,8.76,,,156624000.0,,3917.4,,66.1,62.6,116104.0,122622.0,12.9,61.9851,,,6518.0
492,LNS14000000,1989,M01,1989 Jan,5.4,1989-01-01,5.2,121.2,130.500,485.189,586.154,9.12,5493.904,5511.253,156757000.0,,3953.4,,66.5,62.9,116708.0,123390.0,12.6,62.1677,1721911.0,,6682.0
493,LNS14000000,1989,M02,1989 Feb,5.2,1989-02-01,5.0,121.6,130.900,,,9.36,,,156821700.0,,3977.5,,66.3,62.9,116776.0,123135.0,12.4,61.8916,,,6359.0
494,LNS14000000,1989,M03,1989 Mar,5.0,1989-03-01,5.2,122.2,131.100,,,9.85,,,156871800.0,,4011.8,,66.3,62.9,117022.0,123227.0,12.3,62.0508,,,6205.0
495,LNS14000000,1989,M04,1989 Apr,5.2,1989-04-01,5.2,123.1,131.400,507.229,595.389,9.84,5542.536,5612.463,156920900.0,,4017.4,,66.4,62.9,117097.0,123565.0,12.5,62.0289,1727315.0,,6468.0
496,LNS14000000,1989,M05,1989 May,5.2,1989-05-01,5.3,123.7,131.700,,,9.81,,,156991600.0,,4013.3,,66.3,62.9,117099.0,123474.0,12.0,61.6871,,,6375.0
497,LNS14000000,1989,M06,1989 Jun,5.3,1989-06-01,5.2,124.1,132.300,,,9.53,,,157012200.0,,4033.3,,66.5,63.0,117418.0,123995.0,11.1,61.6857,,,6577.0
498,LNS14000000,1989,M07,1989 Jul,5.2,1989-07-01,5.2,124.5,133.000,509.352,584.427,9.24,5606.205,5695.365,157101200.0,,4057.1,,66.5,63.0,117472.0,123967.0,11.8,61.0896,1741975.0,,6495.0
499,LNS14000000,1989,M08,1989 Aug,5.2,1989-08-01,5.3,124.5,133.500,,,8.99,,,157281500.0,,4068.4,,66.5,63.1,117655.0,124166.0,11.4,61.6847,,,6511.0
500,LNS14000000,1989,M09,1989 Sep,5.3,1989-09-01,5.3,124.8,133.900,,,9.02,,,157626600.0,,4089.7,,66.4,62.8,117354.0,123944.0,11.5,61.4794,,,6590.0
501,LNS14000000,1989,M10,1989 Oct,5.3,1989-10-01,5.4,125.4,134.700,515.387,598.152,8.84,5652.361,5747.237,157660200.0,,4126.2,,66.5,62.9,117581.0,124211.0,11.9,61.4014,1729133.0,,6630.0
502,LNS14000000,1989,M11,1989 Nov,5.4,1989-11-01,5.4,125.9,135.200,,,8.55,,,157796600.0,,4139.4,,66.6,63.0,117912.0,124637.0,11.7,61.6081,,,6725.0
503,LNS14000000,1989,M12,1989 Dec,5.4,1989-12-01,5.4,126.3,135.500,,,8.45,,,157908100.0,,4151.9,,66.5,63.0,117830.0,124497.0,11.6,61.9588,,,6667.0
504,LNS14000000,1990,M01,1990 Jan,5.4,1990-01-01,5.3,127.5,135.800,538.232,626.767,8.23,5767.833,5872.701,159279900.0,,4208.4,,66.8,63.2,119081.0,125833.0,11.8,61.6352,1779821.0,,6752.0
505,LNS14000000,1990,M02,1990 Feb,5.3,1990-02-01,5.2,128.0,136.000,,,8.24,,,159391000.0,,4236.3,,66.7,63.2,119059.0,125710.0,11.6,62.1951,,,6651.0
506,LNS14000000,1990,M03,1990 Mar,5.2,1990-03-01,5.4,128.6,136.500,,,8.28,,,159466100.0,,4254.0,,66.7,63.2,119203.0,125801.0,11.7,62.4916,,,6598.0
507,LNS14000000,1990,M04,1990 Apr,5.4,1990-04-01,5.4,128.9,137.000,545.925,614.759,8.26,5864.899,5960.028,159562000.0,,4290.8,,66.6,63.0,118852.0,125649.0,11.8,62.3511,1769286.0,,6797.0
508,LNS14000000,1990,M05,1990 May,5.4,1990-05-01,5.2,129.1,137.300,,,8.18,,,159619100.0,,4296.0,,66.6,63.1,119151.0,125893.0,11.7,62.5353,,,6742.0
509,LNS14000000,1990,M06,1990 Jun,5.2,1990-06-01,5.5,129.9,137.900,,,8.29,,,159720800.0,,4321.9,,66.4,62.9,118983.0,125573.0,11.6,62.7479,,,6590.0
510,LNS14000000,1990,M07,1990 Jul,5.5,1990-07-01,5.7,130.5,138.700,555.149,630.102,8.15,5910.988,6015.116,159809500.0,,4348.3,,66.5,62.8,118810.0,125732.0,11.9,62.6435,1754085.0,,6922.0
511,LNS14000000,1990,M08,1990 Aug,5.7,1990-08-01,5.9,131.6,139.400,,,8.13,,,159984900.0,,4350.4,,66.5,62.7,118802.0,125990.0,12.2,62.8704,,,7188.0
512,LNS14000000,1990,M09,1990 Sep,5.9,1990-09-01,5.9,132.5,140.000,,,8.2,,,160223700.0,,4375.8,,66.4,62.5,118524.0,125892.0,12.4,62.8839,,,7368.0
513,LNS14000000,1990,M10,1990 Oct,5.9,1990-10-01,6.2,133.4,140.500,568.186,647.282,8.11,5927.434,6004.733,160262100.0,1.321,4365.5,,66.4,62.5,118536.0,125995.0,12.2,62.4973,1692113.0,,7459.0
514,LNS14000000,1990,M11,1990 Nov,6.2,1990-11-01,6.3,133.7,140.700,,,7.81,,,160497000.0,,4373.0,,66.4,62.3,118306.0,126070.0,12.4,61.7175,,,7764.0
515,LNS14000000,1990,M12,1990 Dec,6.3,1990-12-01,6.4,134.2,141.100,,,7.31,,,160679900.0,,4403.1,,66.4,62.2,118241.0,126142.0,12.5,61.2885,,,7901.0
516,LNS14000000,1991,M01,1991 Jan,6.4,1991-01-01,6.6,134.7,141.200,573.177,620.317,6.91,5973.071,6035.178,160534900.0,,4408.2,,66.2,62.0,117940.0,125955.0,12.2,61.0842,1656948.0,,8015.0
517,LNS14000000,1991,M02,1991 Feb,6.6,1991-02-01,6.8,134.8,141.500,,,6.25,,,160713400.0,,4417.2,,66.2,61.9,117755.0,126020.0,12.7,60.6387,,,8265.0
518,LNS14000000,1991,M03,1991 Mar,6.8,1991-03-01,6.7,134.8,142.000,,,6.12,,,160886500.0,,4425.6,,66.3,61.8,117652.0,126238.0,12.9,60.2973,,,8586.0
519,LNS14000000,1991,M04,1991 Apr,6.7,1991-04-01,6.9,135.1,142.500,590.733,613.921,5.91,6034.491,6126.862,160955700.0,1.052,4451.4,,66.4,62.0,118109.0,126548.0,13.5,60.4524,1667140.0,,8439.0
520,LNS14000000,1991,M05,1991 May,6.9,1991-05-01,6.9,135.6,142.800,,,5.78,,,161111100.0,,4470.7,,66.2,61.6,117440.0,126176.0,12.9,61.0587,,,8736.0
521,LNS14000000,1991,M06,1991 Jun,6.9,1991-06-01,6.8,136.0,143.000,,,5.9,,,161172300.0,,4501.2,,66.2,61.7,117639.0,126331.0,13.7,61.5514,,,8692.0
522,LNS14000000,1991,M07,1991 Jul,6.8,1991-07-01,6.9,136.2,143.700,600.595,621.669,5.82,6098.185,6205.937,161188600.0,1.104,4499.2,,66.1,61.6,117568.0,126154.0,13.8,61.7201,1696606.0,,8586.0
523,LNS14000000,1991,M08,1991 Aug,6.9,1991-08-01,6.9,136.6,143.700,,,5.66,,,161387200.0,,4519.7,,66.0,61.5,117484.0,126150.0,13.9,61.7289,,,8666.0
524,LNS14000000,1991,M09,1991 Sep,6.9,1991-09-01,7.0,137.0,144.600,,,5.45,,,161530100.0,,4547.3,,66.2,61.6,117928.0,126650.0,14.0,62.2369,,,8722.0
525,LNS14000000,1991,M10,1991 Oct,7.0,1991-10-01,7.0,137.2,144.600,615.217,638.27,5.21,6155.919,6264.54,161638900.0,,4562.2,,66.1,61.5,117800.0,126642.0,14.4,62.1718,1718652.0,,8842.0
526,LNS14000000,1991,M11,1991 Nov,7.0,1991-11-01,7.3,137.8,145.000,,,4.81,,,161833100.0,,4578.6,,66.1,61.4,117770.0,126701.0,14.8,62.0894,,,8931.0
527,LNS14000000,1991,M12,1991 Dec,7.3,1991-12-01,7.3,138.2,145.200,,,4.43,,,162020000.0,,4630.9,,66.0,61.2,117466.0,126664.0,15.4,61.806,,,9198.0
528,LNS14000000,1992,M01,1992 Jan,7.3,1992-01-01,7.4,138.3,145.400,625.287,645.823,4.03,6284.7,6363.102,161787900.0,,4681.8,,66.3,61.5,117978.0,127261.0,16.1,61.4823,1721606.0,,9283.0
529,LNS14000000,1992,M02,1992 Feb,7.4,1992-02-01,7.4,138.6,145.600,,,4.06,,,162011200.0,,4713.9,,66.2,61.3,117753.0,127207.0,16.7,61.9192,,,9454.0
530,LNS14000000,1992,M03,1992 Mar,7.4,1992-03-01,7.4,139.1,146.400,,,3.98,,,162187000.0,,4729.5,,66.4,61.5,118144.0,127604.0,17.1,62.4403,,,9460.0
531,LNS14000000,1992,M04,1992 Apr,7.4,1992-04-01,7.6,139.4,146.200,626.163,658.951,3.73,6375.336,6470.763,162304100.0,,4755.6,,66.5,61.6,118426.0,127841.0,17.4,62.9199,1779998.0,,9415.0
532,LNS14000000,1992,M05,1992 May,7.6,1992-05-01,7.8,139.7,146.300,,,3.82,,,162458500.0,,4784.1,,66.6,61.5,118375.0,128119.0,17.8,63.1268,,,9744.0
533,LNS14000000,1992,M06,1992 Jun,7.8,1992-06-01,7.7,140.1,146.600,,,3.76,,,162371500.0,1.128,4812.6,,66.7,61.5,118419.0,128459.0,18.2,63.1624,,,10040.0
534,LNS14000000,1992,M07,1992 Jul,7.7,1992-07-01,7.6,140.5,147.000,639.365,677.853,3.25,6427.0,6566.641,162424800.0,,4824.8,,66.7,61.6,118713.0,128563.0,18.1,63.7348,1798496.0,,9850.0
535,LNS14000000,1992,M08,1992 Aug,7.6,1992-08-01,7.6,140.8,147.000,,,3.3,,,162794200.0,,4848.2,,66.6,61.6,118826.0,128613.0,18.0,63.3802,,,9787.0
536,LNS14000000,1992,M09,1992 Sep,7.6,1992-09-01,7.3,141.1,147.200,,,3.22,,,163067400.0,,4833.4,,66.5,61.4,118720.0,128501.0,18.1,63.5834,,,9781.0
537,LNS14000000,1992,M10,1992 Oct,7.3,1992-10-01,7.4,141.7,148.000,641.396,688.536,3.1,6532.228,6680.803,163263900.0,,4819.2,,66.2,61.3,118628.0,128026.0,18.9,64.0178,1842150.0,,9398.0
538,LNS14000000,1992,M11,1992 Nov,7.4,1992-11-01,7.4,142.1,148.600,,,3.09,,,163395300.0,,4836.0,,66.3,61.4,118876.0,128441.0,17.9,64.2628,,,9565.0
539,LNS14000000,1992,M12,1992 Dec,7.4,1992-12-01,7.3,142.3,148.600,,,2.92,,,163524200.0,,5017.2,,66.3,61.4,118997.0,128554.0,19.0,64.3599,,,9557.0
540,LNS14000000,1993,M01,1993 Jan,7.3,1993-01-01,7.1,142.8,148.900,643.606,699.31,3.02,6546.005,6729.459,163356700.0,,4919.8,,66.2,61.4,119075.0,128400.0,18.3,64.6135,1866455.0,,9325.0
541,LNS14000000,1993,M02,1993 Feb,7.1,1993-02-01,7.0,143.1,149.100,,,3.03,,,163534400.0,1.055,4950.7,,66.2,61.4,119275.0,128458.0,18.2,64.9262,,,9183.0
542,LNS14000000,1993,M03,1993 Mar,7.0,1993-03-01,7.1,143.3,149.100,,,3.07,,,163680900.0,1.042,4945.5,,66.2,61.5,119542.0,128598.0,17.6,64.8627,,,9056.0
543,LNS14000000,1993,M04,1993 Apr,7.1,1993-04-01,7.1,143.8,149.700,653.094,716.281,2.96,6664.264,6808.939,163889500.0,,4984.4,,66.1,61.5,119474.0,128584.0,17.6,65.0423,1900525.0,,9110.0
544,LNS14000000,1993,M05,1993 May,7.1,1993-05-01,7.0,144.2,149.900,,,3.0,,,164007500.0,,4992.6,,66.4,61.7,120115.0,129264.0,17.5,64.8006,,,9149.0
545,LNS14000000,1993,M06,1993 Jun,7.0,1993-06-01,6.9,144.3,150.300,,,3.04,,,164004100.0,,4985.0,,66.5,61.8,120290.0,129411.0,17.8,64.9476,,,9121.0
546,LNS14000000,1993,M07,1993 Jul,6.9,1993-07-01,6.8,144.5,150.400,650.897,719.251,3.06,6717.134,6882.098,164135900.0,,5005.5,,66.4,61.8,120467.0,129397.0,17.7,65.1142,1907611.0,,8930.0
547,LNS14000000,1993,M08,1993 Aug,6.8,1993-08-01,6.7,144.8,150.800,,,3.03,,,164353600.0,,5021.3,,66.4,62.0,120856.0,129619.0,18.0,65.0421,,,8763.0
548,LNS14000000,1993,M09,1993 Sep,6.7,1993-09-01,6.8,145.0,151.000,,,3.09,,,164592000.0,,5012.8,,66.2,61.7,120554.0,129268.0,18.1,65.3749,,,8714.0
549,LNS14000000,1993,M10,1993 Oct,6.8,1993-10-01,6.6,145.6,151.400,671.6,745.049,2.99,6885.13,7013.738,164785900.0,,5004.1,,66.3,61.8,120823.0,129573.0,18.1,65.863,1985467.0,,8750.0
550,LNS14000000,1993,M11,1993 Nov,6.6,1993-11-01,6.5,146.0,151.600,,,3.02,,,164824300.0,1.084,5027.4,,66.3,61.9,121169.0,129711.0,18.6,66.1696,,,8542.0
551,LNS14000000,1993,M12,1993 Dec,6.5,1993-12-01,6.6,146.3,151.900,,,2.96,,,164978900.0,,5199.9,,66.4,62.0,121464.0,129941.0,18.3,66.5531,,,8477.0
552,LNS14000000,1994,M01,1994 Jan,6.6,1994-01-01,6.6,146.3,152.200,681.232,761.827,3.05,6956.227,7115.652,165025800.0,,5103.9,,66.6,62.2,121966.0,130596.0,18.6,66.7591,2028897.0,,8630.0
553,LNS14000000,1994,M02,1994 Feb,6.6,1994-02-01,6.5,146.7,152.800,,,3.25,,,165223700.0,,5125.3,,66.6,62.3,122086.0,130669.0,19.0,66.8019,,,8583.0
554,LNS14000000,1994,M03,1994 Mar,6.5,1994-03-01,6.4,147.1,153.200,,,3.34,,,165408500.0,,5156.2,,66.5,62.1,121930.0,130400.0,19.0,67.4704,,,8470.0
555,LNS14000000,1994,M04,1994 Apr,6.4,1994-04-01,6.1,147.2,153.300,706.988,797.56,3.56,7098.217,7246.931,165595700.0,,5162.3,,66.5,62.3,122290.0,130621.0,19.0,67.8707,2107908.0,,8331.0
556,LNS14000000,1994,M05,1994 May,6.1,1994-05-01,6.1,147.5,153.300,,,4.01,,,165681100.0,,5229.4,,66.6,62.5,122864.0,130779.0,19.5,68.187,,,7915.0
557,LNS14000000,1994,M06,1994 Jun,6.1,1994-06-01,6.1,147.9,153.400,,,4.25,,,165818500.0,,5233.9,,66.4,62.3,122634.0,130561.0,18.8,68.645,,,7927.0
558,LNS14000000,1994,M07,1994 Jul,6.1,1994-07-01,6.0,148.4,153.900,736.883,833.751,4.26,7205.842,7331.075,165974700.0,,5254.9,,66.4,62.3,122706.0,130652.0,19.0,68.7317,2116253.0,,7946.0
