,Series ID,Year,Period,Label,Value,DATE,Next Month Value,CPIAUCSL,CUUR0000SEHA,EXPGS,IMPGS,FEDFUNDS,GDI,GDP,LFWA64TTUSM647S,GASREGW,DSPI,SP500,LFP,EPR,EL,ClF,AWU,INDPRO,BOGZ1FA895050005Q,HLTHSCPCHCSA,UEL
559,LNS14000000,1994,M08,1994 Aug,6.0,1994-08-01,5.9,149.0,154.500,,,4.47,,,166008500.0,1.130,5273.3,,66.6,62.6,123342.0,131275.0,18.8,69.1882,,,7933.0
560,LNS14000000,1994,M09,1994 Sep,5.9,1994-09-01,5.8,149.3,155.000,,,4.73,,,166131400.0,,5302.2,,66.6,62.7,123687.0,131421.0,18.7,69.3935,,,7734.0
561,LNS14000000,1994,M10,1994 Oct,5.8,1994-10-01,5.6,149.4,155.200,758.646,860.559,4.76,7331.661,7455.288,166231200.0,,5361.6,,66.7,62.9,124112.0,131744.0,19.3,69.9576,2191438.0,,7632.0
562,LNS14000000,1994,M11,1994 Nov,5.6,1994-11-01,5.5,149.8,155.600,,,5.29,,,166243700.0,,5371.6,,66.7,63.0,124516.0,131891.0,18.0,70.4288,,,7375.0
563,LNS14000000,1994,M12,1994 Dec,5.5,1994-12-01,5.6,150.1,155.700,,,5.45,,,166412000.0,,5399.4,,66.7,63.1,124721.0,131951.0,17.8,71.1273,,,7230.0
564,LNS14000000,1995,M01,1995 Jan,5.6,1995-01-01,5.4,150.5,156.100,781.57,886.899,5.53,7401.941,7522.289,166418200.0,,5427.5,,66.8,63.0,124663.0,132038.0,17.1,71.2635,2207327.0,,7375.0
565,LNS14000000,1995,M02,1995 Feb,5.4,1995-02-01,5.4,150.9,156.400,,,5.92,,,166551800.0,,5447.9,,66.8,63.1,124928.0,132115.0,17.0,71.1758,,,7187.0
566,LNS14000000,1995,M03,1995 Mar,5.4,1995-03-01,5.8,151.2,156.700,,,5.98,,,166673900.0,,5473.0,,66.7,63.1,124955.0,132108.0,17.3,71.2796,,,7153.0
567,LNS14000000,1995,M04,1995 Apr,5.8,1995-04-01,5.6,151.8,157.000,798.851,908.343,6.05,7480.96,7580.997,166888500.0,,5446.7,,66.9,63.1,124945.0,132590.0,17.6,71.1538,2192376.0,,7645.0
568,LNS14000000,1995,M05,1995 May,5.6,1995-05-01,5.6,152.1,157.200,,,6.01,,,166991900.0,1.148,5510.3,,66.5,62.7,124421.0,131851.0,17.0,71.4997,,,7430.0
569,LNS14000000,1995,M06,1995 Jun,5.6,1995-06-01,5.7,152.4,157.500,,,6.0,,,167068600.0,,5532.1,,66.5,62.7,124522.0,131949.0,15.9,71.7327,,,7427.0
570,LNS14000000,1995,M07,1995 Jul,5.7,1995-07-01,5.7,152.6,157.900,831.399,905.843,5.85,7610.482,7683.125,167192600.0,,5551.2,,66.6,62.8,124816.0,132343.0,16.5,71.4334,2202768.0,,7527.0
571,LNS14000000,1995,M08,1995 Aug,5.7,1995-08-01,5.6,152.9,158.200,,,5.74,,,167346200.0,,5566.7,,66.6,62.8,124852.0,132336.0,16.2,72.3723,,,7484.0
572,LNS14000000,1995,M09,1995 Sep,5.6,1995-09-01,5.5,153.1,158.500,,,5.8,,,167464000.0,,5588.5,,66.6,62.9,125133.0,132611.0,16.2,72.6543,,,7478.0
573,LNS14000000,1995,M10,1995 Oct,5.5,1995-10-01,5.6,153.5,158.900,839.421,909.201,5.76,7696.985,7772.586,167608800.0,,5609.1,,66.6,62.9,125388.0,132716.0,16.0,72.5336,2242748.0,,7328.0
574,LNS14000000,1995,M11,1995 Nov,5.6,1995-11-01,5.6,153.7,159.300,,,5.8,,,167773200.0,,5624.0,,66.5,62.8,125188.0,132614.0,16.4,72.717,,,7426.0
575,LNS14000000,1995,M12,1995 Dec,5.6,1995-12-01,5.6,153.9,159.600,,,5.6,,,167960500.0,,5642.2,,66.4,62.7,125088.0,132511.0,16.3,72.9638,,,7423.0
576,LNS14000000,1996,M01,1996 Jan,5.6,1996-01-01,5.5,154.7,160.000,847.94,936.735,5.56,7820.26,7868.468,167943500.0,1.083,5662.1,,66.4,62.7,125125.0,132616.0,16.1,72.5712,2279264.0,,7491.0
577,LNS14000000,1996,M02,1996 Feb,5.5,1996-02-01,5.5,155.0,160.400,,,5.22,,,168087700.0,,5714.6,,66.6,62.9,125639.0,132952.0,16.4,73.6207,,,7313.0
578,LNS14000000,1996,M03,1996 Mar,5.5,1996-03-01,5.6,155.5,160.600,,,5.31,,,168280000.0,,5750.2,,66.6,63.0,125862.0,133180.0,17.3,73.5141,,,7318.0
579,LNS14000000,1996,M04,1996 Apr,5.6,1996-04-01,5.6,156.1,160.900,859.042,952.751,5.22,7967.235,8032.84,168521000.0,1.178,5732.6,,66.7,63.0,125994.0,133409.0,17.6,74.2491,2358424.0,,7415.0
580,LNS14000000,1996,M05,1996 May,5.6,1996-05-01,5.3,156.4,161.200,,,5.24,,,168631100.0,,5815.0,,66.7,63.0,126244.0,133667.0,17.0,74.8142,,,7423.0
581,LNS14000000,1996,M06,1996 Jun,5.3,1996-06-01,5.5,156.7,161.700,,,5.27,,,168761000.0,,5849.6,,66.7,63.2,126602.0,133697.0,17.6,75.3726,,,7095.0
582,LNS14000000,1996,M07,1996 Jul,5.5,1996-07-01,5.1,157.0,162.200,859.577,973.757,5.4,8066.765,8131.408,168836500.0,1.234,5846.0,,66.9,63.3,126947.0,134284.0,16.7,75.3738,2420460.0,,7337.0
583,LNS14000000,1996,M08,1996 Aug,5.1,1996-08-01,5.2,157.2,162.500,,,5.22,,,169017700.0,,5865.9,,66.7,63.3,127172.0,134054.0,17.3,75.7557,,,6882.0
584,LNS14000000,1996,M09,1996 Sep,5.2,1996-09-01,5.2,157.7,162.900,,,5.3,,,169232700.0,,5895.9,,66.9,63.4,127536.0,134515.0,16.8,76.2302,,,6979.0
585,LNS14000000,1996,M10,1996 Oct,5.2,1996-10-01,5.4,158.2,163.300,903.798,992.62,5.24,8210.113,8259.771,169379600.0,,5912.8,,67.0,63.5,127890.0,134921.0,16.3,76.2157,2438904.0,,7031.0
586,LNS14000000,1996,M11,1996 Nov,5.4,1996-11-01,5.4,158.7,163.700,,,5.31,,,169626100.0,,5939.0,,67.0,63.4,127771.0,135007.0,15.9,76.8973,,,7236.0
587,LNS14000000,1996,M12,1996 Dec,5.4,1996-12-01,5.3,159.1,164.000,,,5.29,,,169841900.0,,5965.5,,67.0,63.4,127860.0,135113.0,15.6,77.3772,,,7253.0
588,LNS14000000,1997,M01,1997 Jan,5.3,1997-01-01,5.2,159.4,164.400,918.374,1027.213,5.25,8349.95,8362.655,170318500.0,,5989.6,,67.0,63.4,128298.0,135456.0,16.0,77.5135,2491015.0,,7158.0
589,LNS14000000,1997,M02,1997 Feb,5.2,1997-02-01,5.2,159.7,164.800,,,5.19,,,170448700.0,,6018.1,,66.9,63.4,128298.0,135400.0,15.8,78.4255,,,7102.0
590,LNS14000000,1997,M03,1997 Mar,5.2,1997-03-01,5.1,159.8,165.100,,,5.39,,,170644500.0,,6052.4,,67.1,63.6,128891.0,135891.0,15.5,78.9197,,,7000.0
591,LNS14000000,1997,M04,1997 Apr,5.1,1997-04-01,4.9,159.9,165.500,954.45,1039.651,5.51,8474.827,8518.825,170755200.0,,6062.3,,67.1,63.7,129143.0,136016.0,15.6,78.9848,2555203.0,,6873.0
592,LNS14000000,1997,M05,1997 May,4.9,1997-05-01,5.0,159.9,165.900,,,5.5,,,170887100.0,,6085.8,,67.1,63.8,129464.0,136119.0,15.4,79.4296,,,6655.0
593,LNS14000000,1997,M06,1997 Jun,5.0,1997-06-01,4.9,160.2,166.400,,,5.56,,,171077700.0,,6113.1,,67.1,63.7,129412.0,136211.0,15.5,79.7971,,,6799.0
594,LNS14000000,1997,M07,1997 Jul,4.9,1997-07-01,4.8,160.4,166.800,974.057,1070.888,5.52,8648.935,8662.823,171203100.0,,6140.2,,67.2,63.9,129822.0,136477.0,16.4,80.4666,2621829.0,,6655.0
595,LNS14000000,1997,M08,1997 Aug,4.8,1997-08-01,4.9,160.8,167.300,,,5.54,,,171320900.0,,6177.3,,67.2,63.9,130010.0,136618.0,16.0,81.2825,,,6608.0
596,LNS14000000,1997,M09,1997 Sep,4.9,1997-09-01,4.7,161.2,167.800,,,5.54,,,171527600.0,1.243,6208.4,,67.1,63.9,130019.0,136675.0,15.9,82.0327,,,6656.0
597,LNS14000000,1997,M10,1997 Oct,4.7,1997-10-01,4.6,161.5,168.200,968.33,1085.344,5.5,8795.494,8765.907,171670400.0,,6247.1,,67.1,63.9,130179.0,136633.0,16.1,82.7656,2654547.0,,6454.0
598,LNS14000000,1997,M11,1997 Nov,4.6,1997-11-01,4.7,161.7,168.700,,,5.52,,,171816900.0,,6288.0,,67.2,64.1,130653.0,136961.0,15.4,83.427,,,6308.0
599,LNS14000000,1997,M12,1997 Dec,4.7,1997-12-01,4.6,161.8,169.100,,,5.5,,,172015100.0,1.152,6323.4,,67.2,64.0,130679.0,137155.0,15.9,83.784,,,6476.0
600,LNS14000000,1998,M01,1998 Jan,4.6,1998-01-01,4.6,162.0,169.500,963.021,1098.236,5.56,8894.375,8866.48,172115100.0,,6382.2,,67.1,64.0,130726.0,137095.0,15.6,84.1564,2726681.0,,6368.0
601,LNS14000000,1998,M02,1998 Feb,4.6,1998-02-01,4.7,162.0,169.900,,,5.51,,,172290700.0,,6420.1,,67.1,64.0,130807.0,137112.0,15.4,84.3066,,,6306.0
602,LNS14000000,1998,M03,1998 Mar,4.7,1998-03-01,4.3,162.0,170.300,,,5.49,,,172394400.0,,6458.7,,67.1,64.0,130814.0,137236.0,14.5,84.342,,,6422.0
603,LNS14000000,1998,M04,1998 Apr,4.3,1998-04-01,4.4,162.2,170.700,947.295,1109.626,5.45,9046.494,8969.699,172509300.0,,6487.7,,67.0,64.1,131209.0,137150.0,14.7,84.6339,2749162.0,,5941.0
604,LNS14000000,1998,M05,1998 May,4.4,1998-05-01,4.5,162.6,171.100,,,5.49,,,172703700.0,,6523.5,,67.0,64.1,131325.0,137372.0,14.7,85.1867,,,6047.0
605,LNS14000000,1998,M06,1998 Jun,4.5,1998-06-01,4.5,162.8,171.700,,,5.56,,,172928500.0,1.066,6554.9,,67.0,64.0,131244.0,137455.0,14.1,84.6809,,,6212.0
606,LNS14000000,1998,M07,1998 Jul,4.5,1998-07-01,4.5,163.2,172.200,935.263,1109.897,5.54,9210.815,9121.097,173102800.0,,6582.3,,67.0,64.0,131329.0,137588.0,14.1,84.3445,2822760.0,,6259.0
607,LNS14000000,1998,M08,1998 Aug,4.5,1998-08-01,4.6,163.4,172.800,,,5.55,,,173278400.0,,6612.2,,67.0,63.9,131390.0,137570.0,13.7,86.0816,,,6179.0
608,LNS14000000,1998,M09,1998 Sep,4.6,1998-09-01,4.5,163.5,173.400,,,5.51,,,173435900.0,,6627.0,,67.2,64.2,131986.0,138286.0,14.4,86.0023,,,6300.0
609,LNS14000000,1998,M10,1998 Oct,4.5,1998-10-01,4.4,163.9,173.900,966.337,1145.0,5.07,9325.159,9293.991,173551500.0,,6650.0,,67.2,64.1,131999.0,138279.0,14.1,86.591,2910618.0,,6280.0
610,LNS14000000,1998,M11,1998 Nov,4.4,1998-11-01,4.4,164.1,174.500,,,4.83,,,173719700.0,,6676.8,,67.1,64.2,132280.0,138381.0,14.5,86.5115,,,6100.0
611,LNS14000000,1998,M12,1998 Dec,4.4,1998-12-01,4.3,164.4,174.900,,,4.68,,,173885700.0,,6695.6,,67.2,64.3,132602.0,138634.0,14.0,86.8615,,,6032.0
612,LNS14000000,1999,M01,1999 Jan,4.3,1999-01-01,4.4,164.7,175.300,960.764,1173.324,4.63,9486.042,9411.682,174366400.0,,6742.4,,67.2,64.4,133027.0,139003.0,13.4,87.2205,2971547.0,,5976.0
613,LNS14000000,1999,M02,1999 Feb,4.4,1999-02-01,4.2,164.7,175.600,,,4.76,,,174527300.0,0.929,6761.5,,67.2,64.2,132856.0,138967.0,13.8,87.726,,,6111.0
614,LNS14000000,1999,M03,1999 Mar,4.2,1999-03-01,4.3,164.8,176.000,,,4.81,,,174666400.0,0.913,6772.2,,67.0,64.2,132947.0,138730.0,13.4,87.9125,,,5783.0
615,LNS14000000,1999,M04,1999 Apr,4.3,1999-04-01,4.2,165.9,176.400,974.597,1222.126,4.74,9567.858,9526.21,174790400.0,,6782.6,,67.1,64.2,132955.0,138959.0,13.3,88.1082,3004639.0,,6004.0
616,LNS14000000,1999,M05,1999 May,4.2,1999-05-01,4.3,166.0,176.700,,,4.74,,,175019000.0,,6798.7,,67.1,64.3,133311.0,139107.0,13.4,88.6483,,,5796.0
617,LNS14000000,1999,M06,1999 Jun,4.3,1999-06-01,4.3,166.0,177.100,,,4.76,,,175244700.0,,6823.7,,67.1,64.2,133378.0,139329.0,14.3,88.5903,,,5951.0
618,LNS14000000,1999,M07,1999 Jul,4.3,1999-07-01,4.2,166.7,177.500,1005.309,1281.712,4.99,9695.871,9686.626,175432500.0,,6854.6,,67.1,64.2,133414.0,139439.0,13.6,89.1098,3072778.0,,6025.0
619,LNS14000000,1999,M08,1999 Aug,4.2,1999-08-01,4.2,167.1,177.900,,,5.07,,,175590200.0,,6895.9,,67.0,64.2,133591.0,139430.0,13.1,89.5007,,,5838.0
620,LNS14000000,1999,M09,1999 Sep,4.2,1999-09-01,4.1,167.8,178.400,,,5.22,,,175720200.0,,6911.6,,67.0,64.2,133707.0,139622.0,13.1,89.1304,,,5915.0
621,LNS14000000,1999,M10,1999 Oct,4.1,1999-10-01,4.1,168.1,178.800,1030.971,1332.679,5.2,9892.178,9900.169,175950800.0,,6961.1,,67.0,64.3,133993.0,139771.0,13.3,90.2709,3151159.0,,5778.0
622,LNS14000000,1999,M11,1999 Nov,4.1,1999-11-01,4.0,168.4,179.800,,,5.42,,,176039200.0,1.230,7012.5,,67.1,64.4,134309.0,140025.0,12.9,90.7528,,,5716.0
623,LNS14000000,1999,M12,1999 Dec,4.0,1999-12-01,4.0,168.8,180.300,,,5.3,,,176186700.0,,7083.4,,67.1,64.4,134523.0,140177.0,12.9,91.4784,,,5653.0
624,LNS14000000,2000,M01,2000 Jan,4.0,2000-01-01,4.1,169.3,181.100,1052.904,1409.487,5.45,10156.063,10002.179,178203900.0,,7149.3,,67.3,64.6,136559.0,142267.0,13.1,91.4092,3217288.0,3932.451512827483,5708.0
625,LNS14000000,2000,M02,2000 Feb,4.1,2000-02-01,4.0,170.0,181.500,,,5.73,,,178284000.0,,7199.7,,67.3,64.6,136598.0,142456.0,12.6,91.7245,,,5858.0
626,LNS14000000,2000,M03,2000 Mar,4.0,2000-03-01,3.8,171.0,182.000,,,5.85,,,178368700.0,,7249.8,,67.3,64.6,136701.0,142434.0,12.7,92.083,,,5733.0
627,LNS14000000,2000,M04,2000 Apr,3.8,2000-04-01,4.0,170.9,182.300,1093.36,1455.86,6.02,10287.356,10247.72,178535700.0,,7280.3,,67.3,64.7,137270.0,142751.0,12.4,92.6659,3321035.0,,5481.0
628,LNS14000000,2000,M05,2000 May,4.0,2000-05-01,4.0,171.2,182.700,,,6.27,,,178770800.0,1.420,7316.5,,67.1,64.4,136630.0,142388.0,12.6,92.9347,,,5758.0
629,LNS14000000,2000,M06,2000 Jun,4.0,2000-06-01,4.0,172.2,183.200,,,6.53,,,179073300.0,,7361.9,,67.1,64.5,136940.0,142591.0,12.3,93.0018,,,5651.0
630,LNS14000000,2000,M07,2000 Jul,4.0,2000-07-01,4.1,172.7,183.900,1125.002,1518.869,6.54,10442.351,10318.165,179373300.0,,7419.9,,66.9,64.2,136531.0,142278.0,13.4,92.8373,3314873.0,,5747.0
631,LNS14000000,2000,M08,2000 Aug,4.1,2000-08-01,3.9,172.7,184.600,,,6.5,,,179445800.0,,7465.6,,66.9,64.2,136662.0,142514.0,12.9,92.591,,,5853.0
632,LNS14000000,2000,M09,2000 Sep,3.9,2000-09-01,3.9,173.6,185.300,,,6.52,,,179619100.0,,7506.6,,66.9,64.2,136893.0,142518.0,12.2,92.9827,,,5625.0
633,LNS14000000,2000,M10,2000 Oct,3.9,2000-10-01,3.9,173.9,186.100,1113.177,1524.52,6.51,10501.081,10435.744,179813800.0,,7538.4,,66.8,64.2,137088.0,142622.0,12.7,92.64,3334117.0,,5534.0
634,LNS14000000,2000,M11,2000 Nov,3.9,2000-11-01,3.9,174.2,186.800,,,6.51,,,179924600.0,,7552.2,,66.9,64.3,137322.0,142962.0,12.4,92.6604,,,5639.0
635,LNS14000000,2000,M12,2000 Dec,3.9,2000-12-01,4.2,174.6,187.600,,,6.4,,,180063000.0,,7579.4,,67.0,64.4,137614.0,143248.0,12.5,92.3457,,,5634.0
636,LNS14000000,2001,M01,2001 Jan,4.2,2001-01-01,4.2,175.6,188.200,1096.812,1499.464,5.98,10679.421,10470.231,180348100.0,1.406,7651.7,,67.2,64.4,137778.0,143800.0,12.7,91.8908,3245040.0,4228.530788555547,6023.0
637,LNS14000000,2001,M02,2001 Feb,4.2,2001-02-01,4.3,176.0,188.900,,,5.49,,,180506600.0,,7672.4,,67.1,64.3,137612.0,143701.0,12.8,91.2851,,,6089.0
638,LNS14000000,2001,M03,2001 Mar,4.3,2001-03-01,4.4,176.1,189.600,,,5.31,,,180598000.0,,7696.3,,67.2,64.3,137783.0,143924.0,12.8,91.0585,,,6141.0
639,LNS14000000,2001,M04,2001 Apr,4.4,2001-04-01,4.3,176.4,190.200,1058.013,1422.028,4.8,10732.106,10599.0,180852800.0,,7693.8,,66.9,64.0,137299.0,143569.0,12.4,90.7384,3257875.0,,6271.0
640,LNS14000000,2001,M05,2001 May,4.3,2001-05-01,4.5,177.3,191.000,,,4.21,,,181012800.0,,7700.2,,66.7,63.8,137092.0,143318.0,12.1,90.2607,,,6226.0
641,LNS14000000,2001,M06,2001 Jun,4.5,2001-06-01,4.6,177.7,191.600,,,3.97,,,181358400.0,,7716.5,,66.7,63.7,136873.0,143357.0,12.7,89.7811,,,6484.0
642,LNS14000000,2001,M07,2001 Jul,4.6,2001-07-01,4.9,177.4,192.300,998.902,1369.536,3.77,10718.673,10598.02,181602500.0,,7829.0,,66.8,63.7,137071.0,143654.0,12.9,89.2352,3218468.0,,6583.0
643,LNS14000000,2001,M08,2001 Aug,4.9,2001-08-01,5.0,177.4,193.100,,,3.65,,,181866300.0,,7958.2,,66.5,63.2,136241.0,143284.0,13.3,89.157,,,7042.0
644,LNS14000000,2001,M09,2001 Sep,5.0,2001-09-01,5.3,178.1,193.900,,,3.07,,,181985900.0,,7863.3,,66.8,63.5,136846.0,143989.0,13.2,88.6749,,,7142.0
645,LNS14000000,2001,M10,2001 Oct,5.3,2001-10-01,5.5,177.6,194.700,953.52,1323.208,2.49,10664.415,10660.465,182251000.0,1.416,7751.2,,66.7,63.2,136392.0,144086.0,13.3,88.4051,3212222.0,,7694.0
646,LNS14000000,2001,M11,2001 Nov,5.5,2001-11-01,5.7,177.5,195.500,,,2.09,,,182519900.0,,7755.0,,66.7,63.0,136238.0,144240.0,14.3,87.886,,,8003.0
647,LNS14000000,2001,M12,2001 Dec,5.7,2001-12-01,5.7,177.4,196.400,,,1.82,,,182718800.0,,7761.5,,66.7,62.9,136047.0,144305.0,14.5,87.8518,,,8258.0
648,LNS14000000,2002,M01,2002 Jan,5.7,2002-01-01,5.7,177.7,197.000,969.157,1356.041,1.73,10826.772,10783.5,182670300.0,,7931.2,,66.5,62.7,135701.0,143883.0,14.7,88.4634,3263405.0,4548.801815145588,8182.0
649,LNS14000000,2002,M02,2002 Feb,5.7,2002-02-01,5.7,178.0,197.700,,,1.74,,,182823800.0,,7957.1,,66.8,63.0,136438.0,144653.0,15.0,88.4578,,,8215.0
650,LNS14000000,2002,M03,2002 Mar,5.7,2002-03-01,5.9,178.5,198.200,,,1.73,,,183080700.0,,7984.4,,66.6,62.8,136177.0,144481.0,15.4,89.1265,,,8304.0
651,LNS14000000,2002,M04,2002 Apr,5.9,2002-04-01,5.8,179.3,198.500,1004.154,1432.413,1.75,10967.337,10887.46,183317300.0,1.371,8044.6,,66.7,62.7,136126.0,144725.0,16.3,89.5507,3288836.0,,8599.0
652,LNS14000000,2002,M05,2002 May,5.8,2002-05-01,5.8,179.5,198.800,,,1.75,,,183462800.0,,8082.0,,66.7,62.9,136539.0,144938.0,16.8,89.9348,,,8399.0
653,LNS14000000,2002,M06,2002 Jun,5.8,2002-06-01,5.8,179.6,199.300,,,1.75,,,183672300.0,,8116.2,,66.6,62.7,136415.0,144808.0,16.9,90.6736,,,8393.0
654,LNS14000000,2002,M07,2002 Jul,5.8,2002-07-01,5.7,180.0,199.800,1015.56,1463.107,1.73,11051.742,10984.04,183870600.0,1.392,8113.3,,66.5,62.7,136413.0,144803.0,16.9,90.6436,3320191.0,,8390.0
655,LNS14000000,2002,M08,2002 Aug,5.7,2002-08-01,5.7,180.5,200.200,,,1.74,,,184127400.0,,8130.8,,66.6,62.7,136705.0,145009.0,16.5,90.5505,,,8304.0
656,LNS14000000,2002,M09,2002 Sep,5.7,2002-09-01,5.7,180.8,200.700,,,1.75,,,184244200.0,,8153.5,,66.7,63.0,137302.0,145552.0,17.6,90.6373,,,8251.0
657,LNS14000000,2002,M10,2002 Oct,5.7,2002-10-01,5.9,181.2,201.300,1003.046,1499.335,1.75,11197.272,11061.433,184456400.0,,8190.0,,66.6,62.7,137008.0,145314.0,17.8,90.3988,3322279.0,,8307.0
658,LNS14000000,2002,M11,2002 Nov,5.9,2002-11-01,6.0,181.5,202.000,,,1.34,,,184790300.0,,8220.6,,66.4,62.5,136521.0,145041.0,17.6,90.8947,,,8520.0
659,LNS14000000,2002,M12,2002 Dec,6.0,2002-12-01,5.8,181.8,202.500,,,1.24,,,184908700.0,,8250.8,,66.3,62.4,136426.0,145066.0,18.5,90.3906,,,8640.0
660,LNS14000000,2003,M01,2003 Jan,5.8,2003-01-01,5.9,182.6,203.300,1004.201,1529.463,1.24,11245.795,11174.129,185658500.0,,8268.0,,66.4,62.5,137417.0,145937.0,18.5,91.1369,3331849.0,4817.655227649359,8520.0
661,LNS14000000,2003,M02,2003 Feb,5.9,2003-02-01,5.9,183.6,203.700,,,1.26,,,185828600.0,,8274.7,,66.4,62.5,137482.0,146100.0,18.5,91.2505,,,8618.0
662,LNS14000000,2003,M03,2003 Mar,5.9,2003-03-01,6.0,183.9,204.100,,,1.25,,,186123200.0,,8313.4,,66.3,62.4,137434.0,146022.0,18.1,91.0006,,,8588.0
663,LNS14000000,2003,M04,2003 Apr,6.0,2003-04-01,6.1,183.2,204.500,1007.465,1527.336,1.26,11377.023,11312.766,186477000.0,,8342.9,,66.4,62.4,137633.0,146474.0,19.4,90.4311,3376431.0,,8842.0
664,LNS14000000,2003,M05,2003 May,6.1,2003-05-01,6.3,182.9,204.900,,,1.26,,,186700000.0,,8394.8,,66.4,62.3,137544.0,146500.0,19.0,90.4,,,8957.0
665,LNS14000000,2003,M06,2003 Jun,6.3,2003-06-01,6.2,183.1,205.100,,,1.22,,,186893600.0,,8426.0,,66.5,62.3,137790.0,147056.0,19.9,90.5196,,,9266.0
666,LNS14000000,2003,M07,2003 Jul,6.2,2003-07-01,6.1,183.7,205.600,1037.31,1556.304,1.01,11565.399,11566.669,187169600.0,,8552.3,,66.2,62.1,137474.0,146485.0,19.7,90.9869,3490995.0,,9011.0
667,LNS14000000,2003,M08,2003 Aug,6.1,2003-08-01,6.1,184.5,206.100,,,1.03,,,187381500.0,,8640.1,,66.1,62.1,137549.0,146445.0,19.2,90.7933,,,8896.0
668,LNS14000000,2003,M09,2003 Sep,6.1,2003-09-01,6.0,185.1,206.600,,,1.01,,,187557800.0,1.746,8568.6,,66.1,62.0,137609.0,146530.0,19.5,91.3819,,,8921.0
669,LNS14000000,2003,M10,2003 Oct,6.0,2003-10-01,5.8,184.9,206.900,1091.682,1615.376,1.01,11734.357,11772.234,187715500.0,,8602.1,,66.1,62.1,137984.0,146716.0,19.3,91.5049,3586317.0,,8732.0
670,LNS14000000,2003,M11,2003 Nov,5.8,2003-11-01,5.7,185.0,207.500,,,1.0,,,187912100.0,,8664.9,,66.1,62.3,138424.0,147000.0,19.9,92.1265,,,8576.0
671,LNS14000000,2003,M12,2003 Dec,5.7,2003-12-01,5.7,185.5,207.900,,,0.98,,,188026900.0,1.490,8690.8,,65.9,62.2,138411.0,146729.0,19.8,92.1732,,,8317.0
672,LNS14000000,2004,M01,2004 Jan,5.7,2004-01-01,5.6,186.3,208.300,1133.669,1699.644,1.0,11916.004,11923.447,187567600.0,,8719.7,,66.1,62.3,138472.0,146842.0,19.9,92.3268,3624974.0,5114.38833323296,8370.0
673,LNS14000000,2004,M02,2004 Feb,5.6,2004-02-01,5.8,186.7,208.800,,,1.01,,,187831600.0,,8753.9,,66.0,62.3,138542.0,146709.0,20.1,92.8995,,,8167.0
674,LNS14000000,2004,M03,2004 Mar,5.8,2004-03-01,5.6,187.1,209.200,,,1.0,,,188108600.0,1.717,8802.8,,66.0,62.2,138453.0,146944.0,19.8,92.5368,,,8491.0
675,LNS14000000,2004,M04,2004 Apr,5.6,2004-04-01,5.6,187.4,209.700,1170.152,1787.734,1.0,12148.492,12112.815,188337700.0,,8849.0,,65.9,62.3,138680.0,146850.0,19.6,92.8957,3744111.0,,8170.0
676,LNS14000000,2004,M05,2004 May,5.6,2004-05-01,5.6,188.2,210.200,,,1.0,,,188541200.0,,8922.0,,66.0,62.3,138852.0,147065.0,19.8,93.5845,,,8212.0
677,LNS14000000,2004,M06,2004 Jun,5.6,2004-06-01,5.5,188.9,210.700,,,1.03,,,188690800.0,,8952.9,,66.1,62.4,139174.0,147460.0,20.5,92.8651,,,8286.0
678,LNS14000000,2004,M07,2004 Jul,5.5,2004-07-01,5.4,189.1,211.200,1180.185,1832.856,1.26,12376.076,12305.307,188782100.0,,8981.0,,66.1,62.5,139556.0,147692.0,18.8,93.5502,3824463.0,,8136.0
679,LNS14000000,2004,M08,2004 Aug,5.4,2004-08-01,5.4,189.2,211.900,,,1.43,,,189028700.0,,9012.9,,66.0,62.4,139573.0,147564.0,18.8,93.6301,,,7990.0
680,LNS14000000,2004,M09,2004 Sep,5.4,2004-09-01,5.5,189.8,212.400,,,1.61,,,189281000.0,,9034.6,,65.8,62.3,139487.0,147415.0,19.4,93.7353,,,7927.0
681,LNS14000000,2004,M10,2004 Oct,5.5,2004-10-01,5.4,190.8,212.800,1221.444,1921.78,1.76,12540.611,12527.214,189471000.0,,9075.8,,65.9,62.3,139732.0,147793.0,19.5,94.5695,3923910.0,,8061.0
682,LNS14000000,2004,M11,2004 Nov,5.4,2004-11-01,5.4,191.7,213.200,,,1.93,,,189646600.0,2.034,9081.3,,66.0,62.5,140231.0,148162.0,19.7,94.8015,,,7932.0
683,LNS14000000,2004,M12,2004 Dec,5.4,2004-12-01,5.3,191.7,213.900,,,2.16,,,189848800.0,,9419.8,,65.9,62.4,140125.0,148059.0,19.4,95.5415,,,7934.0
684,LNS14000000,2005,M01,2005 Jan,5.3,2005-01-01,5.4,191.6,214.500,1258.408,1955.063,2.28,12750.057,12767.286,190032600.0,,9082.2,,65.8,62.4,140245.0,148029.0,19.5,95.8785,4023845.0,5382.10038076406,7784.0
685,LNS14000000,2005,M02,2005 Feb,5.4,2005-02-01,5.2,192.4,215.000,,,2.5,,,190207300.0,,9109.5,,65.9,62.4,140385.0,148364.0,19.1,96.5709,,,7980.0
686,LNS14000000,2005,M03,2005 Mar,5.2,2005-03-01,5.2,193.1,215.500,,,2.63,,,190428400.0,,9169.2,,65.9,62.4,140654.0,148391.0,19.5,96.4345,,,7737.0
